experiment_id,run_id,model,split,sigma_index,sigma,sigma_grid,cutoff,band,n_images,n_repeats,mean_summed_squared_error,ci95_low_summed_squared_error,ci95_high_summed_squared_error,mean_per_element_mse,ci95_low_per_element_mse,ci95_high_per_element_mse,aggregation_status
experiment_05,e005_spectral_residual_curves,edm_1k,train,15,0.022934518372333384,edm_18_rho7,3,low_frequency_residual,1000,8,0.022793553573366168,0.022572871995771647,0.023015238425432353,7.4197765538301326e-06,7.34794010279025e-06,7.4919395916120943e-06,ok
experiment_05,e005_spectral_residual_curves,edm_1k,train,15,0.022934518372333384,edm_18_rho7,3,high_frequency_residual,1000,8,0.11563501699539799,0.11404420778030672,0.11721252152251736,3.7641607094856118e-05,3.7123765553485259e-05,3.8155117683111123e-05,ok
experiment_05,e005_spectral_residual_curves,edm_1k,train,16,0.0075280199627840785,edm_18_rho7,3,full,1000,8,0.062258235652888329,0.061623470310519991,0.062894395439216613,2.0266352751591252e-05,2.0059723408372392e-05,2.047343601536999e-05,ok
experiment_05,e005_spectral_residual_curves,edm_1k,train,16,0.0075280199627840785,edm_18_rho7,3,low_frequency_residual,1000,8,0.004157482241677792,0.0041340568838216761,0.0041811405503041901,1.3533470838794896e-06,1.3457216418690352e-06,1.361048356218812e-06,ok
experiment_05,e005_spectral_residual_curves,edm_1k,train,16,0.0075280199627840785,edm_18_rho7,3,high_frequency_residual,1000,8,0.058100753411210487,0.057487852336872661,0.058691137752775735,1.8913005667711746e-05,1.8713493599242404e-05,1.9105188070565019e-05,ok
experiment_05,e005_spectral_residual_curves,edm_1k,train,17,0.0020000000000000031,edm_18_rho7,3,full,1000,8,0.010206480547329011,0.010171228194919047,0.010240966935379169,3.3224220531669955e-06,3.3109466780335438e-06,3.3336480909437399e-06,ok
experiment_05,e005_spectral_residual_curves,edm_1k,train,17,0.0020000000000000031,edm_18_rho7,3,low_frequency_residual,1000,8,0.0003480126193413372,0.0003467588216747028,0.00034926639104422498,1.132853578585082e-07,1.1287722059723399e-07,1.1369348666804198e-07,ok
experiment_05,e005_spectral_residual_curves,edm_1k,train,17,0.0020000000000000031,edm_18_rho7,3,high_frequency_residual,1000,8,0.0098584679279876703,0.0098231650877586077,0.0098925426376632389,3.2091366953084866e-06,3.1976448853380883e-06,3.2202287231976689e-06,ok
experiment_05,e005_spectral_residual_curves,edm_1k,train,0,80,edm_18_rho7,4,full,1000,8,808.60484774824477,786.42325369085086,832.06843662217705,0.26321772387638176,0.2559971528941572,0.27085561087961491,ok
experiment_05,e005_spectral_residual_curves,edm_1k,train,0,80,edm_18_rho7,4,low_frequency_residual,1000,8,687.95093008202286,666.61960797731251,709.79620189835759,0.22394236005274182,0.21699857030511474,0.23105345113878828,ok
