experiment_id,image_id,split,checkpoint,trajectory,axis_name,axis_value,cutoff,seed,S_low,S_high
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.70000000,20.00000000,0,0.49978646,0.65452812
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.71000000,20.00000000,0,0.52977600,0.67469070
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.72000000,20.00000000,0,0.55966947,0.69477543
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.73000000,20.00000000,0,0.58937084,0.71471738
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.74000000,20.00000000,0,0.61878411,0.73445139
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.75000000,20.00000000,0,0.64781327,0.75391204
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.76000000,20.00000000,0,0.67636231,0.77303362
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.77000000,20.00000000,0,0.70433522,0.79175000
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.78000000,20.00000000,0,0.73163596,0.80999463
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.79000000,20.00000000,0,0.75816853,0.82770033
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.80000000,20.00000000,0,0.78383688,0.84479918
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.81000000,20.00000000,0,0.80854496,0.86122235
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.82000000,20.00000000,0,0.83219672,0.87689981
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.83000000,20.00000000,0,0.85469608,0.89176005
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.84000000,20.00000000,0,0.87594690,0.90572976
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.85000000,20.00000000,0,0.89585301,0.91873352
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.86000000,20.00000000,0,0.91431816,0.93069381
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.87000000,20.00000000,0,0.93124591,0.94153166
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.88000000,20.00000000,0,0.94653958,0.95116948
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.89000000,20.00000000,0,0.96010193,0.95953815
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.90000000,20.00000000,0,0.97183452,0.96659321
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.91000000,20.00000000,0,0.98163598,0.97234506
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.92000000,20.00000000,0,0.98939615,0.97690214
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.93000000,20.00000000,0,0.99497071,0.98050536
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.94000000,20.00000000,0,0.99805777,0.98351010
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.95000000,20.00000000,0,0.99873717,0.98628220
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.96000000,20.00000000,0,0.99898974,0.98902576
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.97000000,20.00000000,0,0.99924230,0.99176932
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.98000000,20.00000000,0,0.99949487,0.99451288
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,0.99000000,20.00000000,0,0.99974743,0.99725644
experiment_05,image_001,calibration,not_applicable,high_band_first,synthetic_recovery_progress,1.00000000,20.00000000,0,1.00000000,1.00000000
experiment_05,image_001,calibration,not_applicable,together,synthetic_recovery_progress,0.00000000,20.00000000,0,0.00000000,0.00000000
experiment_05,image_001,calibration,not_applicable,together,synthetic_recovery_progress,0.01000000,20.00000000,0,0.00000000,0.00000000
experiment_05,image_001,calibration,not_applicable,together,synthetic_recovery_progress,0.02000000,20.00000000,0,0.00000000,0.00000000
experiment_05,image_001,calibration,not_applicable,together,synthetic_recovery_progress,0.03000000,20.00000000,0,0.00000000,0.00000000
experiment_05,image_001,calibration,not_applicable,together,synthetic_recovery_progress,0.04000000,20.00000000,0,0.00000000,0.00000000
experiment_05,image_001,calibration,not_applicable,together,synthetic_recovery_progress,0.05000000,20.00000000,0,0.00000000,0.00000000
experiment_05,image_001,calibration,not_applicable,together,synthetic_recovery_progress,0.06000000,20.00000000,0,0.00000000,0.00000000
experiment_05,image_001,calibration,not_applicable,together,synthetic_recovery_progress,0.07000000,20.00000000,0,0.00000000,0.00000000
experiment_05,image_001,calibration,not_applicable,together,synthetic_recovery_progress,0.08000000,20.00000000,0,0.00000000,0.00000000
experiment_05,image_001,calibration,not_applicable,together,synthetic_recovery_progress,0.09000000,20.00000000,0,0.00000000,0.00000000
experiment_05,image_001,calibration,not_applicable,together,synthetic_recovery_progress,0.10000000,20.00000000,0,0.00000000,0.00000000
experiment_05,image_001,calibration,not_applicable,together,synthetic_recovery_progress,0.11000000,20.00000000,0,0.00000000,0.00000000
experiment_05,image_001,calibration,not_applicable,together,synthetic_recovery_progress,0.12000000,20.00000000,0,0.00113843,0.00000000
experiment_05,image_001,calibration,not_applicable,together,synthetic_recovery_progress,0.13000000,20.00000000,0,0.00341820,0.00000000
