scenario,source_image,frequency_radius,noise_seed,initial_per_band_noise_level,dc_excluded,progress,low_band_weight,high_band_weight,low_band_score,high_band_score,low_band_relative_error,high_band_relative_error
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.76000000,0.67654400,1.00000000,0.67616737,0.98800000,0.32383263,0.01200000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.77000000,0.70451200,1.00000000,0.70414062,0.98850000,0.29585938,0.01150000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.78000000,0.73180800,1.00000000,0.73144127,0.98900000,0.26855873,0.01100000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.79000000,0.75833600,1.00000000,0.75797319,0.98950000,0.24202681,0.01050000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.80000000,0.78400000,1.00000000,0.78364027,0.99000000,0.21635973,0.01000000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.81000000,0.80870400,1.00000000,0.80834633,0.99050000,0.19165367,0.00950000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.82000000,0.83235200,1.00000000,0.83199511,0.99100000,0.16800489,0.00900000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.83000000,0.85484800,1.00000000,0.85449030,0.99150000,0.14550970,0.00850000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.84000000,0.87609600,1.00000000,0.87573542,0.99200000,0.12426458,0.00800000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.85000000,0.89600000,1.00000000,0.89563380,0.99250000,0.10436620,0.00750000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.86000000,0.91446400,1.00000000,0.91408841,0.99300000,0.08591159,0.00700000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.87000000,0.93139200,1.00000000,0.93100165,0.99350000,0.06899835,0.00650000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.88000000,0.94668800,1.00000000,0.94627484,0.99400000,0.05372516,0.00600000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.89000000,0.96025600,1.00000000,0.95980727,0.99450000,0.04019273,0.00550000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.90000000,0.97200000,1.00000000,0.97149387,0.99500000,0.02850613,0.00500000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.91000000,0.98182400,1.00000000,0.98121917,0.99550000,0.01878083,0.00450000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.92000000,0.98963200,1.00000000,0.98883928,0.99600000,0.01116072,0.00400000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.93000000,0.99532800,1.00000000,0.99412650,0.99650000,0.00587350,0.00350000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.94000000,0.99881600,1.00000000,0.99676068,0.99700000,0.00323932,0.00300000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.95000000,1.00000000,1.00000000,0.99750000,0.99750000,0.00250000,0.00250000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.96000000,1.00000000,1.00000000,0.99800000,0.99800000,0.00200000,0.00200000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.97000000,1.00000000,1.00000000,0.99850000,0.99850000,0.00150000,0.00150000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.98000000,1.00000000,1.00000000,0.99900000,0.99900000,0.00100000,0.00100000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.99000000,1.00000000,1.00000000,0.99950000,0.99950000,0.00050000,0.00050000
high_band_first,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00189094,1.00140053
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.01000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00185969,1.00137417
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.02000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00182870,1.00134807
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.03000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00179795,1.00132221
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.04000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00176745,1.00129661
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.05000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00173720,1.00127125
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.06000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00170720,1.00124614
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.07000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00167745,1.00122128
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.08000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00164795,1.00119667
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.09000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00161869,1.00117231
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.10000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00158969,1.00114820
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.11000000,0.00046484,0.00046484,0.00000000,0.00000000,1.00109655,1.00065995
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.12000000,0.00184375,0.00184375,0.00030954,0.00074125,0.99969046,0.99925875
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.13000000,0.00411328,0.00411328,0.00260522,0.00303202,0.99739478,0.99696798
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.14000000,0.00725000,0.00725000,0.00576711,0.00618902,0.99423289,0.99381098
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.15000000,0.01123047,0.01123047,0.00977185,0.01018885,0.99022815,0.98981115
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.16000000,0.01603125,0.01603125,0.01459604,0.01500815,0.98540396,0.98499185
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.17000000,0.02162891,0.02162891,0.02021630,0.02062351,0.97978370,0.97937649
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.18000000,0.02800000,0.02800000,0.02660925,0.02701156,0.97339075,0.97298844
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.19000000,0.03512109,0.03512109,0.03375148,0.03414889,0.96624852,0.96585111
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.20000000,0.04296875,0.04296875,0.04161960,0.04201210,0.95838040,0.95798790
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.21000000,0.05151953,0.05151953,0.05019021,0.05057781,0.94980979,0.94942219
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.22000000,0.06075000,0.06075000,0.05943990,0.05982259,0.94056010,0.94017741
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.23000000,0.07063672,0.07063672,0.06934526,0.06972305,0.93065474,0.93027695
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.24000000,0.08115625,0.08115625,0.07988289,0.08025578,0.92011711,0.91974422
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.25000000,0.09228516,0.09228516,0.09102937,0.09139735,0.90897063,0.90860265
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.26000000,0.10400000,0.10400000,0.10276129,0.10312436,0.89723871,0.89687564
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.27000000,0.11627734,0.11627734,0.11505523,0.11541339,0.88494477,0.88458661
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.28000000,0.12909375,0.12909375,0.12788777,0.12824103,0.87211223,0.87175897
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.29000000,0.14242578,0.14242578,0.14123550,0.14158385,0.85876450,0.85841615
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.30000000,0.15625000,0.15625000,0.15507499,0.15541843,0.84492501,0.84458157
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.31000000,0.17054297,0.17054297,0.16938281,0.16972135,0.83061719,0.83027865
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.32000000,0.18528125,0.18528125,0.18413556,0.18446918,0.81586444,0.81553082
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.33000000,0.20044141,0.20044141,0.19930979,0.19963851,0.80069021,0.80036149
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.34000000,0.21600000,0.21600000,0.21488208,0.21520589,0.78511792,0.78479411
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.35000000,0.23193359,0.23193359,0.23082901,0.23114791,0.76917099,0.76885209
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.36000000,0.24821875,0.24821875,0.24712715,0.24744114,0.75287285,0.75255886
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.37000000,0.26483203,0.26483203,0.26375306,0.26406214,0.73624694,0.73593786
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.38000000,0.28175000,0.28175000,0.28068332,0.28098748,0.71931668,0.71901252
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.39000000,0.29894922,0.29894922,0.29789448,0.29819374,0.70210552,0.70180626
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.40000000,0.31640625,0.31640625,0.31536313,0.31565747,0.68463687,0.68434253
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.41000000,0.33409766,0.33409766,0.33306581,0.33335524,0.66693419,0.66664476
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.42000000,0.35200000,0.35200000,0.35097911,0.35126362,0.64902089,0.64873638
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.43000000,0.37008984,0.37008984,0.36907957,0.36935917,0.63092043,0.63064083
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.44000000,0.38834375,0.38834375,0.38734376,0.38761845,0.61265624,0.61238155
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.45000000,0.40673828,0.40673828,0.40574824,0.40601802,0.59425176,0.59398198
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.46000000,0.42525000,0.42525000,0.42426958,0.42453444,0.57573042,0.57546556
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.47000000,0.44385547,0.44385547,0.44288432,0.44314427,0.55711568,0.55685573
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.48000000,0.46253125,0.46253125,0.46156902,0.46182406,0.53843098,0.53817594
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.49000000,0.48125391,0.48125391,0.48030024,0.48055036,0.51969976,0.51944964
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.50000000,0.50000000,0.50000000,0.49905453,0.49929974,0.50094547,0.50070026
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.51000000,0.51874609,0.51874609,0.51780844,0.51804873,0.48219156,0.48195127
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.52000000,0.53746875,0.53746875,0.53653852,0.53677389,0.46346148,0.46322611
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.53000000,0.55614453,0.55614453,0.55522131,0.55545176,0.44477869,0.44454824
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.54000000,0.57475000,0.57475000,0.57383335,0.57405888,0.42616665,0.42594112
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.55000000,0.59326172,0.59326172,0.59235118,0.59257180,0.40764882,0.40742820
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.56000000,0.61165625,0.61165625,0.61075135,0.61096704,0.38924865,0.38903296
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.57000000,0.62991016,0.62991016,0.62901037,0.62922114,0.37098963,0.37077886
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.58000000,0.64800000,0.64800000,0.64710477,0.64731062,0.35289523,0.35268938
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.59000000,0.66590234,0.66590234,0.66501108,0.66521201,0.33498892,0.33478799
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.60000000,0.68359375,0.68359375,0.68270581,0.68290181,0.31729419,0.31709819
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.61000000,0.70105078,0.70105078,0.70016545,0.70035652,0.29983455,0.29964348
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.62000000,0.71825000,0.71825000,0.71736651,0.71755265,0.28263349,0.28244735
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.63000000,0.73516797,0.73516797,0.73428547,0.73446668,0.26571453,0.26553332
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.64000000,0.75178125,0.75178125,0.75089879,0.75107506,0.24910121,0.24892494
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.65000000,0.76806641,0.76806641,0.76718293,0.76735426,0.23281707,0.23264574
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.66000000,0.78400000,0.78400000,0.78311431,0.78328070,0.21688569,0.21671930
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.67000000,0.79955859,0.79955859,0.79866934,0.79883079,0.20133066,0.20116921
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.68000000,0.81471875,0.81471875,0.81382440,0.81398090,0.18617560,0.18601910
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.69000000,0.82945703,0.82945703,0.82855580,0.82870734,0.17144420,0.17129266
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.70000000,0.84375000,0.84375000,0.84283983,0.84298641,0.15716017,0.15701359
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.71000000,0.85757422,0.85757422,0.85665271,0.85679431,0.14334729,0.14320569
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.72000000,0.87090625,0.87090625,0.86997054,0.87010716,0.13002946,0.12989284
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.73000000,0.88372266,0.88372266,0.88276934,0.88290097,0.11723066,0.11709903
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.74000000,0.89600000,0.89600000,0.89502496,0.89515157,0.10497504,0.10484843
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.75000000,0.90771484,0.90771484,0.90671304,0.90683460,0.09328696,0.09316540
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.76000000,0.91884375,0.91884375,0.91780892,0.91792541,0.08219108,0.08207459
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.77000000,0.92936328,0.92936328,0.92828752,0.92839889,0.07171248,0.07160111
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.78000000,0.93925000,0.93925000,0.93812317,0.93822936,0.06187683,0.06177064
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.79000000,0.94848047,0.94848047,0.94728929,0.94739021,0.05271071,0.05260979
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.80000000,0.95703125,0.95703125,0.95575794,0.95585345,0.04424206,0.04414655
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.81000000,0.96487891,0.96487891,0.96349905,0.96358897,0.03650095,0.03641103
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.82000000,0.97200000,0.97200000,0.97047918,0.97056317,0.02952082,0.02943683
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.83000000,0.97837109,0.97837109,0.97665935,0.97673686,0.02334065,0.02326314
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.84000000,0.98396875,0.98396875,0.98199172,0.98206182,0.01800828,0.01793818
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.85000000,0.98876953,0.98876953,0.98641549,0.98647654,0.01358451,0.01352346
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.86000000,0.99275000,0.99275000,0.98985765,0.98990693,0.01014235,0.01009307
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.87000000,0.99588672,0.99588672,0.99226331,0.99229733,0.00773669,0.00770267
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.88000000,0.99815625,0.99815625,0.99370049,0.99371777,0.00629951,0.00628223
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.89000000,0.99953516,0.99953516,0.99447444,0.99447899,0.00552556,0.00552101
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.90000000,1.00000000,1.00000000,0.99500000,0.99500000,0.00500000,0.00500000
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.91000000,1.00000000,1.00000000,0.99550000,0.99550000,0.00450000,0.00450000
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.92000000,1.00000000,1.00000000,0.99600000,0.99600000,0.00400000,0.00400000
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.93000000,1.00000000,1.00000000,0.99650000,0.99650000,0.00350000,0.00350000
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.94000000,1.00000000,1.00000000,0.99700000,0.99700000,0.00300000,0.00300000
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.95000000,1.00000000,1.00000000,0.99750000,0.99750000,0.00250000,0.00250000
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.96000000,1.00000000,1.00000000,0.99800000,0.99800000,0.00200000,0.00200000
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.97000000,1.00000000,1.00000000,0.99850000,0.99850000,0.00150000,0.00150000
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.98000000,1.00000000,1.00000000,0.99900000,0.99900000,0.00100000,0.00100000
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,0.99000000,1.00000000,1.00000000,0.99950000,0.99950000,0.00050000,0.00050000
together,assets/default_fft_reference.png,40.00000000,0,0.05000000,true,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000
